id,W,X,Y,Z
7810,13.5,171.6,41.79,72.8
7811,12.1,170,56.79,112.7
7812,1.2,140.6,61.55,110.6
7813,48.2,185.2,42.96,114.4
7814,8.1,157.8,60.21,123.4
7815,19.3,185,56.59,110.7
7816,13.8,198.2,44.43,122.9
7817,2.9,182.5,59.91,140.6
7818,12,174.6,51.42,86.1
7819,29.7,210.1,42.54,121.4
7820,0.8,178.1,46.53,124
7821,2.5,178.9,55.57,116
7822,21,212,56.03,125.4
7823,2.3,181.2,40.76,96.2
7824,5.3,171.1,51.71,104.4
7825,7.1,202.6,57.64,138.5
7826,45.9,175.2,46.51,114.7
7827,36.3,182.4,55.71,118.3
7828,55.9,221,42.08,104.5
7829,15.2,189.6,43.23,99.2
7830,90.8,188.4,53.04,136.5
7831,5.7,170.7,54.52,130.8
7832,1.6,193.6,38.66,109.1
7833,15.1,136.9,35.28,90
7834,46.7,182,57.63,128.3
7835,37.1,159.2,57.6,109
7836,1.1,177.7,51.3,116
7837,141.6,165.1,47.71,112.6
7838,10.7,181.9,46.69,105.6
7839,86,194.4,47.49,106.8
7840,8.8,257.4,44.21,120.1
7841,29.4,158.9,44.46,98.2
7842,42.2,210.3,47.17,136.2
7843,32.6,193.1,62.06,121.3
7844,10.9,158.6,46.83,87
7845,6.5,159.3,46.54,84.6
7846,27.8,202.5,68.18,144.5
7847,26.6,187.8,56.54,120
7848,42.1,207.9,48.88,147
7849,7.9,178.9,51.68,130.1
7850,26.4,191.5,59.02,125
7851,12.4,183.4,54.58,118.3
7852,2.4,184.8,51.73,119.7
7853,22.1,195,50.39,116
7854,12.8,187.3,51.71,113.4
7855,30.5,165.6,47.32,120.8
7856,2.9,183.9,51.23,127.2
7857,47.4,166.8,55.36,118.4
7858,19.3,224,55,144.8
7859,44.4,194.8,48.42,97.7
7860,3,182,45.1,129
7861,85.1,169.6,44.59,109.1
7862,11.9,180.3,39.95,103.3
7863,41.9,198.5,52.38,135.8
7864,127.8,171.5,58.21,114.2
7865,40.4,147.5,45.07,95.1
7866,9.4,164.4,44.42,115.6
7867,28.5,187.7,33.75,94
7868,8.6,174.4,44.36,94.8
7869,70.1,198.6,59.73,138.3
7870,27.7,188.9,51.84,117.4
7871,8.9,185.1,45.29,118.6
7872,74.1,198.3,53.46,110.1
7873,56.8,171.7,58.09,106.4
7874,6.5,200.2,37.1,118.3
7875,1.6,181.4,50.27,113.3
7876,25.4,157.5,52.94,84.1
7877,22.2,150.7,60.76,117.7
7878,5.8,167.5,44.2,114.9
7879,3.8,207.9,51.91,118.5
7880,8.9,171,46.22,112.2
7881,7.3,186.8,48.2,109
7882,2.5,174.3,47.07,122.1
7883,110.8,190.7,55.32,135.3
7884,4.6,123.4,55.98,114.2
7885,22.7,161.8,53.46,104.4
7886,29,193.4,40.24,113.2
7887,44.8,159.3,34.89,76.6
7888,66.5,192.2,52.63,113.7
7889,4.9,175.3,49.78,114.3
7890,31.4,156.7,41.32,97.5
7891,1,151.5,48.29,92
7892,4.3,193.9,52.17,138
7893,9.8,153.4,52.44,96.7
7894,101.2,188.3,45.76,103.8
7895,42.9,175.8,41.55,104.6
7896,22.3,221,47.07,122.2
7897,2,196,48.6,118.3
7898,35.2,173.8,54.1,84.7
7899,43.1,183.4,49,105
7900,1.2,181.2,46.72,105.9
7901,66.4,202.3,58.67,132.1
7902,16.2,179,52.13,129.7
7903,11.5,146.4,59.16,97.8
7904,3.4,198.2,45.18,144.5
7905,39.4,192.2,49.12,112.8
7906,1.6,167.3,48,100.9
7907,4.2,173,64.63,141.9
7908,8.6,168.7,47.93,103.5
7909,3.4,184.3,44.69,118.2
7910,55.3,180.6,62.2,128.1
7911,9.3,213.3,39.87,99.4
7912,8.9,181.9,47.55,128
7913,22.5,170.8,48.3,109.8
7914,10.1,189.5,49.64,127.5
7915,5.1,147.9,44.53,92
7916,7.1,166.3,57.83,107.3
7917,11.5,192.5,41.32,123.1
7918,29.1,199.2,42.72,102.1
7919,20.9,187.7,33.72,81.2
7920,0.8,179,55.65,119.2
7921,17.4,192.5,63.96,122.8
7922,3.6,161.6,62.13,135.8
7923,118.1,188.1,47.21,99.3
7924,19.9,212.8,45.76,112.9
7925,12,173.5,41.12,99.4
7926,22.2,181.1,53.05,120.4
7927,5.6,157.2,49.9,86.8
7928,19.7,197.9,36.42,111.6
7929,25.5,180,31.22,73.3
7930,37.6,193.3,58.39,131.1
7931,1,180.4,55.69,136.6
7932,20.5,253.3,52.51,124.1
7933,31.5,178,44.94,99.8
7934,16.2,189.6,47.94,116.5
7935,8.3,181.3,44.88,104.7
7936,36.2,184.8,46.76,97.9
7937,22.5,197.2,55.93,122.3
7938,28.7,158.6,47.53,114.6
7939,18.8,162.3,37.9,78.9
7940,8.7,185.9,47.38,120
7941,69.4,178.9,47.62,99.2
7942,48.7,163.9,47.75,125.5
7943,26.5,134.8,41.84,94.2
7944,83.2,169,56.19,101.4
7945,21.6,196.3,44.27,117.8
7946,9.9,213.4,48.64,125.4
7947,38.4,225.2,48.44,124.4
7948,16.5,198.9,45.74,119.4
7949,34.3,194.2,62.54,128.6
7950,28.6,147.9,60.63,128.1
7951,2.1,179.1,35.37,99.5
7952,6.5,174.5,53.33,131.2
7953,0.2,143.7,47.72,90.5
7954,7.7,196.4,50.65,112.6
7955,6.3,187.5,50.68,111.3
7956,6.5,175.6,48.08,112.4
7957,61,176.4,46.32,118.9
7958,39.6,191.6,53.59,136.3
7959,11.4,196.4,39.65,96.1
7960,8.2,192.9,34.28,117.8
7961,2.5,181.1,46.7,114.2
7962,24.6,213,55.41,132.4
7963,4.4,162.4,33.39,85
7964,6.4,196.4,54.06,129
7965,69.4,167.2,30.61,99.3
7966,34.3,148,55.92,104.6
7967,37.2,171.6,56.82,107.7
7968,52.8,161.3,43.3,113
7969,7.7,186.2,45.73,116
7970,0.2,224,57.39,147.1
7971,8.8,164.2,59.34,112.5
7972,36,158.3,42.3,93.3
7973,13.9,166.2,48.37,82.3
7974,80.1,202.8,37.26,119.6
7975,21.6,173.2,47.72,95.7
7976,79.1,212.2,55.15,141.3
7977,5.4,133.1,57.87,107.5
7978,3.6,147.5,48.5,105.4
7979,10.4,183.2,42.91,88
7980,12.1,188.3,52.22,124.7
7981,51.1,165.3,40.73,113.4
7982,20.9,194.4,49.62,132.7
7983,6.4,179.3,46.73,112.4
7984,55.2,170.7,38.42,97.6
7985,23.8,163.1,59.8,130.6
7986,54,176.8,50.03,119
7987,16,160.8,52.98,115.7
7988,0.6,168.2,54.76,122.4
7989,37.2,197.5,50.79,118.4
7990,5,186.5,49.93,116.4
7991,3.7,216.1,55.24,129.5
7992,41.8,166.1,49.5,123.9
7993,16.2,189.9,57.22,127.8
7994,7.1,177.8,39.93,105
7995,9.4,181,45.05,101.1
7996,3.8,154,46.13,90.8
7997,44.6,203.8,55.8,153.4
7998,12.2,173.3,54.09,106.4
7999,24.9,179.7,45.39,107.8
8000,22.9,184.9,37.44,96.3
8001,4.5,155.2,49.99,104.2
8002,4.8,197.2,43.55,118.5
8003,8.8,176.7,49.59,100.7
8004,4.7,176.3,32.71,75.3
8005,4.4,178.1,56.97,117.7
8006,29.8,194.4,40.59,100.5
8007,2.3,186.9,44.92,130.6
8008,35.2,192,44.11,112.1
8009,35.1,165.5,61.3,122.7
8010,2.4,152.8,51.59,106.8
8011,13.5,183,57.52,112.2
8012,35.7,217.7,43.68,120.3
8013,20,218.2,51.26,118.9
8014,8.8,166.8,52.39,103.7
8015,6.8,160.8,47.31,109.2
8016,3.4,193.1,40.76,113.2
8017,16.8,170.1,59.05,122.6
8018,2.4,204.8,53.42,122.5
8019,10,180.5,42.7,100.5
8020,55.8,152.5,55.81,119.8
8021,19,180,49.11,123.6
8022,35.5,202,52.72,129.1
8023,6.7,200,43.08,122.5
8024,10.3,174.3,50.1,119.7
8025,7.2,181.7,52.27,111.3
8026,2.5,156,50.22,111
8027,12.9,181.2,43.34,106.9
8028,1.7,164.5,60.42,115.3
8029,15.7,215.3,49.6,118.9
8030,13.2,182.6,46.03,113.8
8031,12.8,178.9,56.24,119
8032,33.1,162.2,54.1,107.1
8033,10.7,212.6,49.85,132.6
8034,71.6,131.4,50.54,89.7
8035,12.8,201,47.56,124.5
8036,6.6,192.2,43.48,112.9
8037,2.7,185.5,52.19,109.4
8038,0.6,179.8,46.78,90.1
8039,33.5,157.3,55.75,98.6
8040,87.2,159.8,46.35,115.7
8041,19.5,194.9,51.77,125.5
8042,2.9,180.3,50.46,110.1
8043,17.6,172.6,48.45,102.9
8044,39.2,195.8,54.74,123.1
8045,36.2,167.8,40.84,91.6
8046,24.2,204.2,44.98,95.2
8047,33.3,161.4,52.12,106.6
8048,10.6,177.5,64.19,133.1
8049,8.3,204.1,54.1,102.4
8050,14.5,194.8,67.46,124.3
8051,22.1,149.9,57.81,114.2
8052,37.4,157.2,59.21,128.2
8053,14.1,185.4,44.58,94.3
8054,5,156.1,47.21,92.8
8055,53.3,196.7,49.36,112.6
8056,35.4,174.7,72.7,151.8
8057,12.3,195.6,45.29,103.8
8058,8.5,173.6,39.7,96.9
8059,26.3,191.2,55.07,122.9
8060,76.6,191.3,50.01,103.9
8061,47.2,187.3,53.57,124
8062,8,148.4,39.1,91.2
8063,67.2,171.4,65.22,127.6
8064,47.2,182.5,46.62,120.1
8065,118.1,162.7,50.5,112
8066,7.2,192.8,50.42,111.7
8067,7.2,180.8,52.23,95.9
8068,1.3,168.4,51.39,113.8
8069,20,174.5,63.19,136
8070,3.6,164.6,51.31,110.4
8071,12.6,180.9,42.55,106.3
8072,21.5,162.2,51.52,105
8073,19.1,154.6,48.24,103.9
8074,1.3,201.5,53.62,134.4
8075,2.5,205.6,53.09,132.6
8076,27.8,199.5,59.11,127.6
8077,13.1,176.9,53.93,123.4
8078,82.6,164.5,49.55,126.4
8079,58.4,176.9,43.54,107.1
8080,12.9,159.1,50.66,105.6
8081,6.1,196.6,56.06,140.7
8082,9.3,121.9,51.47,104.5
8083,28.9,187.8,51.38,118.2
8084,4.3,190.5,46.03,104.3
8085,30,208.4,53.39,132
8086,14.6,193.8,55.02,138.3
8087,12.5,173.8,52.35,107.3
8088,10.2,173.1,45.4,105.7
8089,4,173.7,42.95,107.4
8090,59.5,177,53.48,101
8091,0.3,160,47.72,99.6
8092,52.6,184.8,52.12,122
8093,18.9,173.5,49.29,112.7
8094,85.6,188.2,55.78,115.4
8095,22.1,166.4,57.94,111.8
8096,26.9,198.4,42.77,108.7
8097,0.9,187.9,45.25,119.4
8098,39.8,167,39.17,111
8099,11.2,189,52.2,114.3
8100,3.5,211.2,53.93,123.1
8101,69.8,191.9,58.02,117.5
8102,31.2,179.1,56.39,125.1
8103,4.4,152.1,48.9,119.5
8104,4.6,204.8,52.19,109.5
8105,50.6,185.4,39.19,86.2
8106,4.6,166.4,38.89,116.5
8107,13,184.4,56.97,126.7
8108,7.4,178.7,60.66,115.6
8109,28.1,159.6,56,109.9
8110,36.7,156.2,28.47,80.4
8111,47,156.6,55.16,105
8112,12.3,144.1,59.74,116.1
8113,15.7,200.8,41.66,117.6
8114,1.1,167.4,50.09,113.8
8115,8.9,186.5,46.85,115.2
8116,32,140.4,48.63,93.5
8117,13.7,166.8,40.53,111.1
8118,81.6,189.2,57.3,145.5
8119,10,207.7,40.95,108.9
8120,9.2,186.2,47.6,118
8121,6.1,187.4,56.91,115
8122,15.2,174.3,45.81,112.6
8123,45.5,176.7,33.58,92.3
8124,22.1,181.4,47.08,100.4
8125,36.4,164.6,61.14,125.7
8126,78.7,160.7,55.35,109.9
8127,0.1,181,46.53,117.5
8128,61.4,169.3,47.46,113.3
8129,21.5,180.5,42.7,110
8130,17.1,224.5,56.54,145.7
8131,29.8,155.5,52.42,104.6
8132,17.5,163.4,47.77,100.5
8133,7.3,207.9,55.37,109.7
8134,13.2,152.8,58.85,129.9
8135,37.2,186.1,48.48,112.7
8136,58.8,219.5,43.98,105.7
8137,1.1,206.5,56.68,125
8138,0.9,157.3,54.34,117
8139,20,192.9,47.16,121.9
8140,7.3,159.5,45.85,98.4
8141,16.8,225.5,35.42,111
8142,45.3,156,45.85,98.3
8143,2.1,178,59.02,129.4
8144,1.1,163,49.28,109.6
8145,81.8,173,63.5,111.2
8146,11.4,183.9,56.94,132.3
8147,65.4,161.8,49.34,110.2
8148,6.4,195,50.48,128.3
8149,14.3,143.9,44.46,94.5
8150,40,167.3,45.67,106.6
8151,65.6,194.8,51.57,128.2
8152,2.4,161.1,51.67,101.1
8153,1.3,165.8,47.72,108.2
8154,91.2,192.5,53.39,105.3
8155,9.4,177.1,48.99,112.9
8156,8.6,186.3,50.43,118.4
8157,9,203.5,52.88,111
8158,35.1,233.9,46.27,135.8
8159,22,166.9,49.44,85.8
8160,15.5,187.9,47.3,89.7
8161,11.4,202.8,63.27,146.4
8162,8,175,53.35,108.9
8163,48.4,157.9,61.56,136.2
8164,49.1,165.9,49.51,112.1
8165,10.2,219.8,46.93,113.6
8166,13.3,188.3,56.77,102.4
8167,49.1,183.7,59.77,116.8
8168,8.4,179.5,49.73,119.3
8169,8.5,159.5,39.84,107
8170,41.6,175.4,51.69,133.2
8171,6,172.8,47.33,112
8172,14.1,190.7,54.17,116.7
8173,3.4,211.4,39.49,107.7
8174,48.7,209.9,54.41,137.9
8175,5,155.9,54.18,101.4
8176,23.5,182.6,55.19,103.7
8177,24.1,151.5,50,106.8
8178,3.1,191.4,46.33,116.5
8179,5.7,150.8,53.55,103.5
8180,11.1,183.8,58.87,120.7
8181,29.6,186.9,59.82,131.9
8182,60.5,172.2,52.16,111.8
8183,1.9,174.1,47.32,100.3
8184,65.4,169.4,51.03,92.9
8185,5,170,51.57,116.3
8186,10.7,191.3,49.84,104.5
8187,70.8,138.5,51.03,81.3
8188,3.8,184.7,51.9,114.2
8189,119,194.9,41.85,115.7
8190,6.7,162.3,42.9,95.9
8191,9.5,181.7,48.14,109.2
8192,4.2,192.8,46.69,129.8
8193,8.7,172.5,49.48,97.1
8194,0.9,187.7,44.81,118.6
8195,15.6,171.3,46.29,96.2
8196,22.2,158.7,44.54,97.1
8197,8.6,172,46.75,96.7
8198,30.6,188.6,45.68,98.3
8199,1.4,176.2,53.31,130.4
8200,1.5,202.7,55.96,142.1
8201,6.8,189.3,51.69,124
8202,5.6,197.2,47.6,110
8203,0.2,182.5,50.93,121.7
8204,67.5,150.5,44.15,90.2
8205,14.1,184.3,53.11,120.1
8206,42.3,163.5,58.01,111
8207,15,198.4,54.81,124.3
8208,23,165.8,47.85,101.2
8209,15,192.8,58.1,136.3
8210,2.6,152.3,44.21,113.1
8211,28.4,167.5,44.62,99
8212,86.3,169.2,38.14,95.7
8213,1.2,186,43.49,98.6
8214,5.8,184.4,43.85,127.2
8215,25.6,202.5,45.92,121.1
8216,1.2,211.9,43.55,83.4
8217,1.2,195.3,45.34,113.5
8218,35.1,160.2,46.46,104.2
8219,5.9,145.2,49.02,98.5
8220,4,185.5,50.48,108.6
8221,5.1,193.3,39.27,117.6
8222,37.7,199.3,57.73,135.4
8223,4.2,150.9,48.82,109.9
8224,38.3,184.1,49.17,119.9
8225,46.6,172.9,57.65,113.2
8226,31.5,204.6,38.43,85.5
8227,0,167.6,52.72,119.2
8228,22,199.6,54.25,124.8
8229,2.1,178.2,43.54,117.4
8230,0.9,178.8,55.03,133.8
8231,1.4,184.5,61.52,127.6
8232,33,189.9,56.99,133.2
8233,3.6,206.3,61.47,133.9
8234,1.2,167.5,48.64,113.6
8235,38.1,153.2,49.59,115.8
8236,20.2,183,47.84,106.2
8237,7.1,182.5,51.02,124.9
8238,70.8,184.4,55.16,121.2
8239,75.6,204.2,48.55,118.9
8240,20.2,179.7,54.11,116.6
8241,38.2,177.6,49.43,121.7
8242,3.7,189.7,63,137.4
8243,3.2,142.6,54.68,108.4
8244,50.7,196.1,58.27,131.3
8245,15.3,147.9,46.37,97
8246,5.5,184.2,62.45,140.5
8247,16.6,164.2,48.39,106.8
8248,4.2,163.9,61.86,129.4
8249,1.3,194.3,51.8,125.8
8250,8.5,200.2,52.82,126.2
8251,77.8,173.5,50.73,113.8
8252,38.9,155,57.25,132.6
8253,25,179.3,47.84,111.9
8254,10.9,178.2,54.3,130.4
8255,65.9,172.9,58.23,118.9
8256,17.4,184.8,51.31,110.8
8257,35.7,198,44.87,112.7
8258,19.1,202.3,46.89,118.7
8259,21.2,177.7,59.92,135.3
8260,48.1,174.2,39.81,103.7
8261,1.7,183.9,54.63,128.9
8262,1.2,147.9,48.67,94.7
8263,35.2,190.9,53.2,105.4
8264,37.3,148.2,56.82,121.4
8265,34.6,207.6,46.36,130.9
8266,107.4,168.9,47.52,107.4
8267,86.4,130.2,47.56,64.2
8268,50.9,170.2,56.17,97.4
8269,0.5,221.9,42.33,112.6
8270,44.1,198.5,37.58,97
8271,8.5,198.7,36.42,97.2
8272,2.9,204.3,42.35,94
8273,13.7,163.4,53.34,94.6
8274,88.2,166.4,49.81,127.4
8275,4.9,159.9,55.7,122.8
8276,26.8,187.5,45.3,113.2
8277,14.3,184.4,53.82,105.7
8278,0.3,162.1,43.77,94
8279,57.5,194.4,44.2,112.7
8280,43.8,199.8,49.89,126.9
8281,46.9,190.2,46.82,110.6
8282,3.7,186.2,49.57,113.9
8283,66.5,199.8,52.94,118.7
8284,26.5,165.8,47.33,101.5
8285,98.6,171.1,33.57,98.9
8286,6.6,194.8,41.08,100.7
8287,20.5,159.2,36.96,100.8
8288,0.9,180.5,44.51,113.1
8289,34.1,190.9,55.31,109.9
8290,59,202.6,42.32,89.7
8291,44.8,181.2,53.5,125.6
8292,35.7,210.2,53.11,122.6
8293,3.8,188,49.78,110.2
8294,7.7,182.8,48.04,113.5
8295,4.8,176.8,41.07,104.3
8296,10.4,178.4,40.77,98.8
8297,17.5,168.9,52.25,102.9
8298,9.7,194.7,40.55,102.6
8299,23.3,184.6,55.55,108.3
8300,20.4,159.3,42.37,89.7
8301,1.2,186.4,50.7,116.2
8302,19.9,189.6,60.79,126.2
8303,22.4,176.9,51.54,115.7
8304,25.2,177.2,45.86,102.6
8305,123.8,170.6,41.98,82.7
8306,12.7,155.7,50.13,123.3
8307,5.2,193.4,45.68,108.1
8308,7.3,201.6,54.6,125
8309,13,181.5,57.75,126.6
8310,11,197.7,47.45,126.3
8311,11.7,160.4,48.9,110.6
8312,27.7,201.2,59.39,143.5
8313,24.9,193.1,56.72,124.7
8314,14,187,41,112.9
8315,13.1,180.7,56.23,114.3
8316,7.2,176.4,49.25,117
8317,39.2,162.7,48,82.5
8318,5.8,193,52.37,127.8
8319,24.6,172.5,51.99,118.7
8320,30.8,172.9,53.64,121.1
8321,21.4,167.7,53.72,118.1
8322,19.7,181.9,53.98,135.5
8323,43.6,197,55.12,133.3
8324,13.5,177.9,56.15,121.2
8325,0.8,170.8,50.08,127
8326,8.7,148.7,54.82,111.3
8327,28.3,175.8,55.66,102.7
8328,32.5,180.3,50.48,109.1
8329,15.4,155.8,40.54,108
8330,62.1,230,44.18,116.8
8331,42,181,44.69,106.5
8332,15.9,197.8,54.57,118.3
8333,36.4,205.9,56.37,123.4
8334,5.7,183.5,45.33,97.3
8335,25.5,184,44.93,119.5
8336,5.1,157.1,44.11,112
8337,2.9,164.5,41.98,103.1
8338,26.6,173.4,45.04,123.6
8339,11.9,152.9,44.68,106.8
8340,3.4,188.8,49.45,110.8
8341,0.4,203.6,46.51,128
8342,99.4,187.9,48.03,103.1
8343,14.2,180.7,54.04,126.3
8344,17.1,171.5,54.06,110.3
8345,11.7,175.2,52.06,114.2
8346,52.6,178.7,63.76,124.4
8347,0.3,199.3,58.58,137.7
8348,59.5,154,32.82,88.5
8349,18,201.5,48.13,109
8350,39.8,190.8,37.31,116.6
8351,46.4,161.2,48.95,108.7
8352,34.5,206.1,49.4,123.2
8353,5.5,191.6,49.26,126
8354,28.4,121.8,59.19,93.6
8355,91.8,165.3,50.62,124.4
8356,9.7,173.7,50.42,114.6
8357,12.4,151.2,50.74,106.2
8358,80.3,165.3,52.99,128.4
8359,24.4,176.3,52.22,122
8360,37.2,136.2,44.71,98.4
8361,29.4,213.2,60.53,148.7
8362,20.6,173.1,45.85,96
8363,0.7,170.5,54.91,114.1
8364,2,164.5,49.71,111.6
8365,90.4,186,45.25,115.9
8366,7.2,174.9,38.01,108.1
8367,51.1,156.9,44.52,96.5
8368,2.8,178.6,57.3,129.3
8369,60.9,173.9,39.93,88.7
8370,23.7,169.6,53.74,120.9
8371,13,164.5,45.91,97.5
8372,68.2,166.8,32.46,85
8373,67.8,200,54.92,126.7
8374,33.8,167.6,57.62,127.8
8375,20.6,228.8,49.36,143.1
8376,21.8,161.1,45.1,112
8377,9.9,191.7,55.72,124.7
8378,44.7,179,39.66,101.7
8379,1.2,152.7,52.62,116.7
8380,21.2,158.1,59.93,125.6
8381,29.2,153.6,48.87,106.9
8382,14.8,196.1,50.84,122.1
8383,21.8,190.9,52.87,121
8384,46.4,163,44.13,103.1
8385,7,173.8,54.61,107.4
8386,19.7,204.3,45.49,133.1
8387,8,186.1,46.72,93.2
8388,2.6,201.5,54.34,109.8
8389,10.9,188,48.18,114.2
8390,3.1,184.2,54.63,128.5
8391,38.4,186.3,53.48,119
8392,2.7,196.2,50.41,125.6
8393,9.2,186,56.41,120
8394,13.8,179,56.35,127.2
8395,4.7,159.6,58.54,93.1
8396,26.9,207.4,51.56,111.6
8397,29.1,196.2,48.02,124.2
8398,87.6,184.6,61.34,140.4
8399,2.8,170.2,46.55,88.5
8400,16.4,191.6,30.4,96
8401,7.5,176,57.71,107.3
8402,16.7,184.8,31.23,75.3
8403,57.5,167.4,46.4,104
8404,1.1,165.1,43.14,109.3
8405,8,147.7,43.38,96.3
8406,1.8,203.3,47.02,118.1
8407,22.5,196.3,43.75,134.9
8408,46.9,177.3,59.07,131.2
8409,22.7,181.5,39.2,92.7
8410,0.9,228.3,48.38,127.9
8411,1.3,196,51.67,117.2
8412,23.9,164.8,60.02,125.3
8413,4,193.7,38.81,88.7
8414,2.4,192.9,43.73,127.6
8415,8.1,164.5,44.79,84.8
8416,0.2,205,48.22,104.5
8417,100.4,161.4,51.38,103
8418,12.3,170.3,46.77,110.2
8419,48.1,201.5,48.13,115.5
8420,9.1,160,49.61,121.1
8421,2.3,139,49.52,111.8
8422,13.7,164,50.35,116.7
8423,1.5,155,57.82,102.8
8424,10.1,174.3,59.5,115.5
8425,77.8,228.1,51.39,123.3
8426,2.2,204,54.9,142
8427,28,193.5,43.84,99.7
8428,27.1,173.4,47.67,112.4
8429,35.5,159.9,48.68,108.1
8430,15.9,149.7,52.52,125.3
8431,8,175.4,50.74,131
8432,14.1,188.7,46.27,122.3
8433,1,186.9,65.08,125.2
8434,37.4,180.3,44.75,105.7
8435,36.2,192.5,42.34,94.3
8436,31.6,192.7,53,114.9
8437,55.2,163,60.02,134.4
8438,25.1,182.8,50.47,127.9
8439,13,165.4,38.94,107.9
8440,3.2,152.7,57.11,108.1
8441,11.3,162.3,43.87,98.7
8442,0.7,161.4,55.14,105.7
8443,56.8,187.6,48.09,116.5
8444,4.2,162.7,54.25,120.2
8445,71.6,199.5,40.26,112
8446,17.9,190.4,71.87,141.3
8447,7.6,178.7,53.43,118.3
8448,19.7,184.6,63.34,140.7
8449,3,177.4,31.54,93.1
8450,42.8,158.4,43.62,98.4
8451,17.2,220.1,58.16,153.1
8452,13.1,165.1,54.85,135.6
8453,44.8,174.8,58.58,111.8
8454,10.7,214.7,51.76,122
8455,9.7,165.4,54.83,110.7
8456,15.7,188.6,43.29,125.6
8457,31.3,176.2,49.58,134.4
8458,9.9,161.4,51.85,120.4
8459,23,189.7,45.13,125.9
8460,44.2,142,50.64,111.3
8461,70.6,166.5,62.36,141.8
8462,10.1,199.3,56.68,148.2
8463,8.5,178.7,47.96,94.6
8464,20.4,185.7,52.6,113.4
8465,17.3,178.5,47.37,111.4
8466,60,204.6,49.18,121.2
8467,3.1,177.3,46.89,110.9
8468,5.1,191.7,53.29,123
8469,12.8,163,46.27,103.6
8470,57,198,41.94,97.4
8471,6.6,204.4,52.22,136.7
8472,50.7,175.2,50.09,100.3
8473,7.5,194.2,48.9,110.5
8474,13.5,177.8,48.91,87
8475,12.9,160.1,31.9,91.2
8476,14.8,175.4,37.03,95.3
8477,2.4,177.4,42.41,113.8
8478,4,168.6,62.6,110.8
8479,6.1,197.7,39.37,113.9
8480,26.7,221,46.09,128.9
8481,6.3,174.8,49.38,116.8
8482,8.1,182.7,38.77,104.1
8483,22.7,172.1,58.17,124
8484,6,203.1,60.03,135.2
8485,153.4,151.3,54.71,87.8
8486,77.6,184.6,47.12,116.5
8487,38.8,222.3,40.52,121.2
8488,10.9,179.8,42.98,104.4
8489,42.9,197.9,58.95,132.6
8490,28.4,173.8,43.38,106
8491,15.3,147.9,43.59,111.7
8492,38.9,190.8,60.39,149.3
8493,8.3,186.9,46.24,115
8494,23.2,188.5,50.39,110.8
8495,10.8,189.4,40.77,99.3
8496,22,215.1,40.07,110.3
8497,22.4,134.5,43.39,101.2
8498,43.9,178.7,46.82,102.3
8499,0.1,149.9,48.94,74.8
8500,1.4,170.5,54.44,109.7
8501,2.5,196.1,53.51,117.7
8502,11.3,193.6,56.89,112.1
8503,23.2,205.4,41.34,98.4
8504,13.4,136.4,44.48,96.7
8505,11,203.5,62.76,154.9
8506,31.2,187.5,48.35,112.6
8507,37.6,177.7,39.92,92.5
8508,7.3,194,58.72,118.1
8509,17.3,173.8,51,118.9
8510,13.7,209.8,50.05,127.6
8511,16,167.9,41.81,119.7
8512,2.3,180.1,49.22,114.5
8513,2.1,173.7,49.84,110.5
8514,1.1,216.8,54.65,138.1
8515,5.4,195,54.42,126.3
8516,6.3,171.1,46.49,97.7
8517,1.8,225.8,50.73,121.6
8518,3.1,202.8,38.5,111.3
8519,8.3,185.7,48.81,106.3
8520,23.4,200.7,46.77,114.8
8521,5.6,191.8,49.62,117.9
8522,8.6,186,59.45,121.4
8523,26.5,197.9,51.33,129.5
8524,47.6,183,54.94,112.6
8525,18,164.2,46.57,110.7
8526,21.4,171.8,52.21,103.7
8527,10.7,198.1,44.86,109.8
8528,15.1,214.3,42.24,109.8
8529,12.2,183.7,47.91,114
8530,25.7,179.8,50.92,125.4
8531,8.2,168.9,53.92,117.5
8532,14.5,169.3,53.81,115.8
8533,1,142.2,45.67,98.1
8534,16.2,144.1,57.5,116.3
8535,4,169.9,29.06,76.2
8536,2.8,182.4,40.26,103.8
8537,32,169.3,54.8,116.5
8538,3.5,149.6,54.72,99.5
8539,1.1,146.8,38.3,94.1
8540,29,183.8,29.91,79.4
8541,13.8,174.8,45.79,114.8
8542,53.1,189.4,50.94,116.2
8543,14.6,170.6,48.81,110.1
8544,21.8,226.4,45.67,122.6
8545,44.2,160.3,59.17,121.9
8546,12.2,180.4,38.58,103.8
8547,23.7,146.5,56.57,112.4
8548,0.5,182.6,57.68,116.2
8549,35.2,201.3,48.71,134.8
8550,28.9,166.4,56.35,107.5
8551,32.7,166.6,54.99,128.7
8552,41.3,159.7,49.27,101.3
8553,55.3,154.9,44.78,95
8554,54.7,204.2,53.15,132.8
8555,21,176,44.09,115.4
8556,28.4,180.8,49.9,104.5
8557,35.8,191.8,51.85,114.2
8558,18.8,173,58.51,123
8559,12.6,172.9,49.43,139.7
8560,4.5,212.9,41.32,103.9
8561,14.8,216.6,36.99,129.5
8562,20.2,173.2,52.6,107.6
8563,1,211.3,46.39,111.2
8564,25.2,179.7,60.66,110.6
8565,52.8,165.3,51.56,109.5
8566,24.2,179.8,49.78,114.1
8567,27.6,194.8,47.74,112.9
8568,23.7,200.7,42.62,121
8569,8.6,182.3,49.62,107.6
8570,16.9,154.8,56.6,113.6
8571,32.5,173.8,39.4,92.2
