N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare,r
84,85,125,5.52,21.58,Loamy,1.31,15.34,69.28,853.68,4.99,1.31,North,168,Kharif,Sugarcane,Canal,132.19,3.6,72.36,0.5038887967912735
79,93,82,8.13,39.95,Loamy,0.63,28.38,51.19,2448.57,8.78,10.54,Central,764,Zaid,Sugarcane,Rainfed,123.74,21.25,73.51,0.3419344935747266
113,48,122,7.21,22.96,Loamy,1.15,35.58,41.68,571.27,10.38,11.04,East,1301,Zaid,Sugarcane,Sprinkler,139.34,18.78,72.63,0.9368534300910153
123,30,137,6.56,35.89,Silt,1.58,25.02,87.68,2299.48,10.9,7.8,North,417,Zaid,Sugarcane,Canal,145.39,1.89,75.23,0.26347344569384823
168,85,126,5.42,63.89,Clay,0.33,31.5,86.6,1674.62,6.74,8.8,East,593,Kharif,Sugarcane,Sprinkler,187.99,16.64,76.3,0.986349922944162
177,79,26,7.3,48.03,Loamy,1.31,13.47,40.84,2249.87,10.33,12.05,West,388,Kharif,Sugarcane,Sprinkler,293.87,21.98,77.27,0.2569522995084699
59,63,72,6.51,25.38,Loamy,0.84,19.99,87.12,491.83,9.06,1.96,Central,50,Rabi,Sugarcane,Drip,270.81,11.73,73.56,0.566806105010466
104,80,86,7.05,62.72,Loamy,1.57,13.76,81.18,1076.9,7.42,1.05,South,732,Kharif,Sugarcane,Sprinkler,325.83,22.08,77.15,0.20620271590177885
83,34,124,7.33,29.96,Sandy,1.27,25.85,46.59,1235.73,9.0,8.81,Central,461,Kharif,Sugarcane,Sprinkler,201.84,0.55,74.79,0.6056992404598757
68,51,44,5.2,56.47,Loamy,0.84,20.19,43.72,1322.93,4.03,8.48,North,1537,Zaid,Sugarcane,Sprinkler,113.14,17.08,74.34,0.6918639081608444
151,63,85,7.47,55.32,Loamy,1.59,36.79,71.11,2309.73,4.39,5.53,Central,899,Zaid,Sugarcane,Sprinkler,134.35,18.4,75.7,0.3032195467185912
110,17,99,6.66,64.34,Clay,1.38,23.47,82.84,1130.8,10.38,11.97,West,1374,Kharif,Sugarcane,Rainfed,164.8,20.5,73.65,0.2957528346203294
63,85,45,8.11,18.85,Silt,0.91,27.1,74.01,447.36,6.42,4.63,East,94,Rabi,Sugarcane,Sprinkler,113.45,11.84,72.43,0.19668855823121312
102,38,88,7.41,31.5,Sandy,0.61,26.25,50.77,1322.62,10.7,2.02,North,1711,Rabi,Sugarcane,Sprinkler,333.38,23.68,75.92,0.6272584006359783
129,66,79,5.67,20.17,Silt,1.11,22.36,62.26,2449.33,4.72,1.18,Central,56,Rabi,Sugarcane,Drip,114.31,12.26,76.11,0.19371705077629786
135,76,38,7.72,15.12,Silt,0.46,10.36,65.63,1636.07,9.6,9.81,North,1569,Zaid,Sugarcane,Rainfed,287.55,22.28,75.57,0.8920743510936207
45,96,73,6.19,33.52,Silt,1.55,38.2,68.19,427.71,5.36,8.51,West,1331,Zaid,Sugarcane,Rainfed,264.48,5.68,74.68,0.04476838868848687
154,94,22,6.58,62.59,Loamy,0.41,34.5,82.48,1772.44,5.28,12.38,Central,1450,Kharif,Sugarcane,Canal,134.09,9.1,77.38,0.887817640335819
154,55,24,8.04,22.66,Clay,1.0,19.22,61.3,1640.94,9.12,5.03,West,955,Rabi,Sugarcane,Drip,89.43,8.0,73.08,0.39408364851003186
49,99,58,7.76,31.11,Silt,0.98,27.71,61.95,2059.02,6.37,15.9,West,1612,Rabi,Sugarcane,Drip,81.2,7.41,73.26,0.15049549807258555
175,29,135,5.8,28.06,Clay,1.11,21.52,76.95,849.18,9.94,13.24,Central,1984,Zaid,Sugarcane,Rainfed,133.37,12.57,74.44,0.25769564818917967
114,80,42,5.11,27.61,Silt,1.29,27.52,46.77,2254.24,7.45,3.81,South,1877,Rabi,Sugarcane,Sprinkler,70.38,10.27,74.26,0.39477531677168287
179,44,101,7.39,32.25,Sandy,1.49,34.42,88.78,2639.62,5.37,10.65,South,1017,Kharif,Sugarcane,Rainfed,199.38,23.83,76.51,0.0023474738674531537
148,77,24,5.28,41.16,Silt,1.3,36.14,47.13,656.63,6.43,10.85,South,8,Zaid,Sugarcane,Rainfed,236.25,4.93,73.94,0.17845067409837478
38,56,49,5.39,45.6,Loamy,0.77,30.51,30.59,2780.71,6.02,7.24,West,280,Kharif,Sugarcane,Drip,183.12,9.44,75.51,0.07958814737204245
43,35,105,7.07,21.17,Loamy,0.72,17.86,68.66,1762.55,10.88,4.75,North,779,Kharif,Sugarcane,Drip,265.71,16.19,74.87,0.33720203516895275
37,84,31,5.96,39.01,Silt,0.79,15.17,80.46,1783.92,9.53,16.74,East,748,Zaid,Sugarcane,Canal,129.21,21.48,74.0,0.12188921208035897
65,41,66,7.97,60.49,Sandy,1.53,23.64,40.55,561.23,7.77,2.38,East,717,Kharif,Sugarcane,Sprinkler,289.22,18.38,76.45,0.5097570669008714
114,61,121,5.2,29.25,Loamy,0.84,23.58,43.25,1715.69,7.01,9.07,Central,450,Zaid,Sugarcane,Canal,217.37,6.14,73.91,0.3593389905157872
111,96,121,5.62,41.43,Loamy,0.39,36.51,62.15,1029.46,10.87,5.68,East,76,Rabi,Sugarcane,Drip,283.94,23.42,75.63,0.14086860395086132
94,48,58,6.97,51.79,Loamy,1.28,28.25,81.4,634.93,7.4,9.85,South,736,Rabi,Sugarcane,Sprinkler,87.03,14.31,74.79,0.03279987427689601
152,60,143,6.68,52.18,Clay,0.31,38.35,59.08,736.12,10.38,9.06,West,1257,Kharif,Sugarcane,Drip,255.33,24.19,76.14,0.45326177252585964
60,33,138,5.6,59.31,Sandy,0.39,36.55,84.29,786.47,8.86,3.88,South,102,Zaid,Sugarcane,Drip,279.16,23.31,76.18,0.8386217961980568
161,45,54,6.8,20.76,Loamy,0.39,34.87,53.38,363.04,9.18,11.6,South,1875,Zaid,Sugarcane,Canal,132.33,10.21,72.03,0.09575419866335766
63,21,51,5.99,27.68,Silt,1.07,20.64,63.79,1571.57,7.9,13.79,South,368,Zaid,Sugarcane,Sprinkler,242.42,22.96,73.97,0.03971120757224722
37,99,90,5.1,15.1,Clay,0.76,39.22,89.68,1501.86,6.23,14.01,West,1955,Kharif,Sugarcane,Drip,259.34,11.3,72.79,0.8262173757752201
176,67,148,6.72,34.24,Clay,1.37,28.35,38.58,2440.75,6.8,13.03,Central,359,Kharif,Sugarcane,Rainfed,190.17,19.64,75.04,0.6422096370026974
72,27,101,7.13,21.94,Silt,0.37,34.84,31.53,2131.33,6.11,14.06,Central,2132,Zaid,Sugarcane,Rainfed,247.66,0.37,75.78,0.09896862340870682
177,25,66,6.01,23.6,Sandy,0.62,11.24,82.12,710.1,4.3,6.5,South,655,Rabi,Sugarcane,Canal,271.02,21.37,75.33,0.8551094219974401
86,21,101,6.63,58.96,Silt,1.13,18.25,55.54,454.68,9.08,8.58,East,671,Kharif,Sugarcane,Drip,348.42,14.13,75.61,0.9797343347738597
174,44,113,7.5,23.55,Silt,0.9,28.46,88.52,487.54,6.59,6.36,Central,2198,Rabi,Sugarcane,Drip,185.01,0.19,72.83,0.693169360253846
55,84,96,6.65,34.01,Clay,0.45,33.85,86.91,1609.2,9.86,13.82,South,99,Kharif,Sugarcane,Canal,85.46,3.73,73.95,0.014856122507503788
70,24,40,7.96,54.84,Silt,0.4,23.25,43.59,2315.69,4.46,17.88,Central,901,Kharif,Sugarcane,Canal,247.6,9.49,73.16,0.6095285097540636
161,99,109,5.5,36.36,Clay,0.5,28.05,89.52,2353.73,8.68,4.65,South,2148,Kharif,Sugarcane,Rainfed,227.87,22.64,75.29,0.21380121066273283
155,78,48,6.32,44.75,Loamy,0.99,15.16,55.5,427.38,5.45,4.07,West,1311,Rabi,Sugarcane,Rainfed,92.51,12.72,74.85,0.6830695751901241
104,96,66,4.96,24.09,Clay,0.85,31.44,61.34,2503.37,8.06,1.67,West,1744,Zaid,Sugarcane,Canal,143.71,17.43,72.27,0.9506063715798728
60,22,75,6.42,21.64,Silt,0.67,24.74,53.19,1156.7,8.76,15.97,Central,1861,Kharif,Sugarcane,Sprinkler,242.35,6.13,73.93,0.4407549434413178
165,91,127,6.99,31.7,Clay,0.59,14.42,37.46,2497.79,9.66,7.64,West,1283,Zaid,Sugarcane,Canal,195.95,24.88,76.62,0.8011715032953248
168,20,104,5.92,52.09,Clay,1.22,37.62,85.64,2710.12,6.9,4.24,North,505,Rabi,Sugarcane,Canal,62.91,7.45,74.81,0.9737425820384935
68,44,78,5.52,29.5,Loamy,0.74,35.66,53.06,1239.72,6.27,6.48,South,2033,Kharif,Sugarcane,Canal,336.88,2.11,74.63,0.9638176611881805
117,89,61,6.34,16.03,Loamy,0.73,12.7,58.51,693.05,9.15,3.63,Central,1680,Zaid,Sugarcane,Sprinkler,337.17,8.41,75.37,0.12027096312860686
106,66,105,6.13,28.6,Sandy,1.21,33.8,79.67,977.21,4.3,9.66,North,1918,Kharif,Sugarcane,Drip,203.92,12.12,74.67,0.3739387136037746
155,86,137,6.97,42.94,Silt,0.65,17.15,36.71,2139.89,7.93,4.2,South,436,Rabi,Sugarcane,Rainfed,141.12,15.42,77.04,0.9210694862995814
141,49,41,5.99,27.04,Loamy,0.95,13.87,69.54,2322.7,5.64,14.22,South,2146,Zaid,Sugarcane,Drip,68.72,23.74,75.19,0.8238017499205379
172,43,77,5.62,29.86,Sandy,0.83,25.86,79.54,1512.76,4.04,13.85,North,260,Rabi,Sugarcane,Canal,320.54,9.92,75.12,0.9430207096457361
174,90,69,6.01,46.17,Loamy,1.3,24.91,71.87,2614.73,5.31,8.0,West,1103,Rabi,Sugarcane,Sprinkler,112.12,9.53,75.48,0.7120079611981627
173,86,132,5.65,35.53,Loamy,0.54,21.08,78.52,993.53,9.63,4.41,East,170,Rabi,Sugarcane,Sprinkler,248.03,7.19,77.15,0.9627848079807322
92,68,76,7.26,20.42,Silt,0.41,17.25,86.17,1503.37,5.0,12.9,Central,1105,Kharif,Sugarcane,Rainfed,174.89,12.16,73.15,0.8160335023020684
78,90,129,6.24,57.04,Silt,0.56,28.59,60.82,1947.75,4.28,9.62,East,35,Rabi,Sugarcane,Sprinkler,169.74,10.96,76.0,0.8025607481516279
111,38,83,7.08,16.51,Loamy,1.44,37.06,85.4,1322.5,9.69,8.97,North,791,Kharif,Sugarcane,Drip,82.96,5.55,72.43,0.7305146540263266
74,65,102,5.07,64.52,Sandy,0.42,29.22,80.76,578.34,7.77,16.53,West,2110,Rabi,Sugarcane,Sprinkler,249.68,9.31,74.21,0.15294318647542615
49,30,149,7.48,20.45,Sandy,0.42,31.82,66.36,1436.2,9.7,11.75,West,1200,Kharif,Sugarcane,Sprinkler,289.55,2.65,74.71,0.20728252254973556
101,36,64,8.02,40.9,Clay,1.25,19.43,75.64,1138.44,6.82,17.41,South,1531,Zaid,Sugarcane,Canal,309.43,11.37,73.76,0.316684356016926
102,54,91,7.28,27.31,Loamy,1.2,24.5,74.52,1194.75,6.14,4.94,Central,1614,Zaid,Sugarcane,Canal,214.46,0.04,74.47,0.5771997464225614
118,29,53,5.74,44.18,Sandy,0.97,20.4,72.57,1415.9,8.62,15.07,South,2166,Rabi,Sugarcane,Drip,291.0,3.4,75.9,0.25508722242139814
96,32,134,8.11,38.04,Sandy,0.66,25.32,80.42,1697.32,5.75,1.04,West,1560,Zaid,Sugarcane,Canal,236.59,2.43,76.35,0.7334018493349057
78,82,40,5.19,42.98,Sandy,0.71,12.63,83.83,2208.24,4.87,13.56,East,392,Rabi,Sugarcane,Drip,77.4,19.38,72.63,0.19258163245852788
100,66,136,6.22,44.64,Clay,1.53,38.23,46.76,2377.54,10.34,14.97,West,1381,Kharif,Sugarcane,Sprinkler,337.17,0.2,77.14,0.589331644947728
148,28,92,6.44,27.75,Loamy,0.71,36.81,72.38,999.74,10.08,16.65,East,2199,Kharif,Sugarcane,Sprinkler,259.49,6.04,74.33,0.7027382992895869
80,76,64,7.9,39.11,Silt,1.0,17.49,52.5,1226.86,9.65,4.98,South,1022,Rabi,Sugarcane,Canal,192.29,6.82,74.02,0.7978023722086077
81,90,137,5.43,58.66,Loamy,0.82,21.94,34.81,2570.66,6.37,17.52,West,478,Zaid,Sugarcane,Drip,137.04,17.01,75.45,0.97850596693269
157,86,57,7.09,57.61,Silt,0.98,34.59,56.54,2372.15,10.45,10.87,Central,1591,Kharif,Sugarcane,Drip,142.11,12.67,76.85,0.7584036730342032
113,89,71,8.18,63.46,Silt,1.22,38.62,41.61,1754.18,5.61,3.69,East,426,Kharif,Sugarcane,Rainfed,191.75,12.04,75.07,0.5889360225625478
155,25,60,6.75,18.64,Silt,1.48,32.37,66.5,1702.52,4.31,14.85,South,1352,Rabi,Sugarcane,Canal,195.81,11.08,73.01,0.33555720169665715
125,95,57,5.79,39.16,Sandy,1.06,18.82,48.46,1158.89,5.57,12.28,East,1459,Zaid,Sugarcane,Rainfed,289.3,2.5,76.35,0.847296745535494
134,30,84,6.17,23.67,Loamy,1.47,34.35,84.15,1805.42,5.21,14.47,South,378,Kharif,Sugarcane,Canal,313.32,2.36,76.21,0.07091619143856953
173,39,86,6.22,25.85,Silt,1.58,34.28,55.49,576.55,5.34,12.25,Central,325,Kharif,Sugarcane,Rainfed,125.07,9.2,73.67,0.028337450383384644
140,53,106,6.07,28.72,Silt,0.83,35.84,60.3,1576.62,7.23,2.88,North,1205,Kharif,Sugarcane,Canal,130.35,3.9,75.15,0.4184494971754581
159,32,92,7.27,55.66,Sandy,1.58,14.5,61.35,626.74,9.38,14.34,South,330,Kharif,Sugarcane,Canal,316.85,21.1,74.55,0.029170668574074465
101,35,87,7.08,56.93,Silt,0.67,12.95,61.93,699.11,7.54,12.55,South,1528,Zaid,Sugarcane,Canal,124.89,2.21,74.14,0.8669410428305123
135,69,88,7.49,41.8,Sandy,0.53,27.72,86.22,1566.45,6.65,12.95,North,862,Zaid,Sugarcane,Rainfed,238.16,2.16,76.32,0.6962214361212724
145,73,129,6.21,21.86,Clay,0.65,20.62,75.51,2411.16,9.28,10.25,South,1558,Zaid,Sugarcane,Sprinkler,158.27,12.07,76.37,0.6194450738181533
57,66,38,7.1,15.48,Clay,1.31,15.47,82.8,870.36,7.55,4.17,North,253,Zaid,Sugarcane,Canal,269.21,18.34,74.39,0.4677582309575795
124,53,91,7.35,18.69,Silt,1.6,36.58,63.53,992.8,5.36,1.02,Central,556,Kharif,Sugarcane,Sprinkler,212.31,3.6,73.93,0.8111626038791322
99,66,136,6.07,41.57,Sandy,0.46,14.53,40.76,838.19,4.45,16.69,East,1047,Kharif,Sugarcane,Canal,124.26,24.82,74.03,0.8300326836280747
164,16,56,7.21,58.98,Silt,1.06,16.66,47.7,2242.77,7.81,15.15,Central,1546,Rabi,Sugarcane,Drip,218.21,21.33,75.7,0.15853615849992353
87,31,88,5.75,46.21,Clay,1.23,11.03,60.06,647.21,6.84,16.06,North,1957,Kharif,Sugarcane,Sprinkler,307.85,5.29,74.35,0.8126930433757824
90,73,44,7.19,63.46,Silt,0.4,30.86,47.45,1377.27,9.69,12.3,South,645,Zaid,Sugarcane,Sprinkler,312.18,19.5,76.65,0.5149275088606721
91,66,36,5.55,47.72,Sandy,0.82,16.35,53.77,2006.59,4.14,3.53,Central,1919,Rabi,Sugarcane,Rainfed,96.09,14.52,73.37,0.4915142258318266
119,57,61,8.12,52.38,Silt,0.98,11.66,85.07,2463.76,7.11,8.77,Central,1718,Rabi,Sugarcane,Drip,301.46,17.32,74.29,0.5950463449237612
59,57,92,5.57,64.8,Loamy,1.17,11.19,33.34,2239.61,8.79,17.91,South,641,Kharif,Sugarcane,Sprinkler,68.77,17.24,74.93,0.08963177330461791
86,37,133,6.4,59.24,Silt,0.35,33.53,87.48,474.14,5.03,4.73,South,507,Zaid,Sugarcane,Sprinkler,196.99,16.94,76.53,0.7041043607716369
166,79,69,7.5,18.96,Silt,1.19,36.72,39.6,793.48,8.61,10.02,Central,1141,Rabi,Sugarcane,Drip,239.96,9.67,74.04,0.4990361729040813
42,73,111,4.82,42.82,Loamy,1.42,33.33,89.19,2512.49,7.59,10.08,East,1369,Zaid,Sugarcane,Drip,164.41,8.25,75.6,0.931535049155262
160,42,131,5.18,39.89,Loamy,0.65,16.92,48.27,1876.97,6.22,3.22,West,203,Rabi,Sugarcane,Drip,198.68,18.03,74.65,0.5833329099885175
124,21,105,7.85,21.87,Loamy,0.81,38.63,37.21,742.78,4.5,12.85,North,672,Rabi,Sugarcane,Rainfed,289.24,13.78,76.01,0.0037196608180591895
35,97,140,6.72,28.6,Loamy,0.88,11.73,71.55,740.27,5.44,13.52,North,679,Zaid,Sugarcane,Rainfed,84.39,17.3,73.63,0.3502723706693276
61,27,131,6.79,61.73,Loamy,0.81,32.51,82.63,918.35,9.72,12.58,South,1251,Zaid,Sugarcane,Rainfed,145.29,2.0,72.91,0.04795773243698764
55,68,25,7.43,64.85,Sandy,1.25,26.36,52.53,1805.3,5.31,10.25,Central,98,Kharif,Sugarcane,Sprinkler,280.34,7.61,75.68,0.30863264852395067
105,63,31,7.57,45.96,Clay,0.71,16.57,56.26,1608.77,10.94,14.24,South,1242,Zaid,Sugarcane,Canal,233.69,1.09,74.35,0.41392605805258886
53,34,59,7.1,58.74,Sandy,0.86,30.65,46.71,1870.98,5.04,10.1,Central,1260,Zaid,Sugarcane,Sprinkler,319.23,4.5,77.52,0.17965928902991202
149,89,50,7.73,18.37,Sandy,1.45,19.83,34.29,659.6,6.41,4.72,West,477,Kharif,Sugarcane,Sprinkler,82.21,2.18,70.88,0.5650722830366937
118,62,52,8.06,24.87,Sandy,0.88,10.96,44.76,651.22,9.81,8.98,Central,1770,Zaid,Sugarcane,Canal,270.68,9.31,71.8,0.8035417768264277
175,78,114,5.2,23.24,Sandy,0.42,24.49,88.89,2151.83,5.49,5.17,South,300,Rabi,Sugarcane,Drip,280.57,2.56,76.33,0.995604201803506
80,36,42,5.14,44.9,Clay,0.83,35.33,86.95,1785.17,7.91,8.09,West,1021,Zaid,Sugarcane,Rainfed,325.0,24.04,74.34,0.01526483964602976
138,33,128,6.58,57.22,Loamy,1.12,19.08,44.72,1945.08,6.87,12.31,Central,1252,Kharif,Sugarcane,Canal,241.95,15.35,76.96,0.5138758347782336
129,95,97,7.82,46.76,Loamy,0.96,27.78,76.7,2790.81,4.19,11.34,South,593,Rabi,Sugarcane,Sprinkler,227.99,3.28,75.97,0.13503813668054743
86,42,73,4.89,55.76,Silt,0.31,19.51,71.13,822.08,8.24,3.31,South,1893,Zaid,Sugarcane,Drip,68.14,14.83,72.26,0.18583205556534255
42,34,57,7.95,25.12,Silt,1.34,24.87,32.31,528.65,4.06,16.22,Central,737,Rabi,Sugarcane,Rainfed,224.84,15.15,71.04,0.42449283267653515
168,34,96,7.6,35.12,Sandy,0.59,22.78,81.03,761.04,5.25,14.5,West,1963,Kharif,Sugarcane,Rainfed,99.83,6.85,72.95,0.30932422435822293
138,26,131,7.91,64.84,Loamy,0.77,22.38,76.7,360.32,10.81,10.49,North,1448,Kharif,Sugarcane,Canal,74.95,15.49,73.1,0.9722297092163575
121,18,117,4.87,30.29,Sandy,0.71,12.03,86.52,1222.35,5.72,14.91,North,1749,Rabi,Sugarcane,Rainfed,302.16,23.24,74.07,0.00041028943917487126
53,18,64,4.88,53.32,Clay,1.51,39.99,53.76,1338.12,5.41,15.79,Central,1167,Kharif,Sugarcane,Canal,279.51,20.54,72.58,0.5961826694023769
75,93,127,5.25,39.59,Silt,1.28,18.21,74.33,649.06,10.63,1.55,North,2005,Kharif,Sugarcane,Rainfed,121.33,3.57,73.89,0.651679794878427
47,85,140,8.12,50.08,Clay,1.54,36.38,55.67,1404.33,10.46,12.94,Central,1404,Rabi,Sugarcane,Canal,112.84,19.25,72.7,0.7126014072983932
60,27,113,6.49,38.0,Sandy,0.73,16.26,41.99,664.86,5.46,6.44,North,1508,Rabi,Sugarcane,Drip,82.51,0.71,73.39,0.8461938661543734
168,48,104,5.29,57.18,Sandy,1.49,16.06,58.37,1069.1,4.04,3.64,West,1664,Rabi,Sugarcane,Rainfed,272.77,13.46,73.83,0.8781151969857014
110,47,37,5.4,15.77,Silt,0.91,17.28,51.69,909.47,7.26,12.01,Central,810,Rabi,Sugarcane,Sprinkler,342.71,12.36,72.98,0.80426115437845
140,44,146,7.24,21.78,Loamy,0.71,20.92,60.61,2538.28,9.13,17.36,North,776,Rabi,Sugarcane,Canal,68.76,0.89,73.52,0.3980548406789377
120,31,67,7.68,25.86,Sandy,0.58,33.38,44.67,2374.81,5.72,6.71,East,1835,Rabi,Sugarcane,Drip,325.49,12.21,74.17,0.6795518365726839
89,35,102,6.56,34.97,Sandy,1.22,39.73,57.69,2185.57,8.26,17.89,North,1428,Rabi,Sugarcane,Sprinkler,131.25,3.1,74.32,0.9190382770286711
170,75,105,6.85,15.2,Sandy,0.71,28.84,55.37,780.14,10.79,14.45,Central,1274,Rabi,Sugarcane,Canal,227.81,20.07,73.41,0.8999095433546718
67,43,107,6.58,55.92,Loamy,1.27,14.23,58.92,2365.8,10.11,9.14,Central,1575,Rabi,Sugarcane,Rainfed,340.65,21.81,76.77,0.38776432852974974
160,18,121,5.74,25.46,Loamy,1.24,37.19,50.75,2083.98,10.35,14.64,South,527,Rabi,Sugarcane,Sprinkler,133.23,18.36,76.75,0.5130772183680499
90,47,66,7.06,21.42,Silt,1.27,21.87,78.66,1378.92,5.5,13.38,Central,449,Kharif,Sugarcane,Rainfed,117.14,11.68,73.29,0.5296445270351334
105,83,62,6.71,49.03,Silt,0.76,27.84,42.0,2219.65,9.35,15.87,East,1182,Rabi,Sugarcane,Rainfed,236.13,10.42,76.2,0.6553831994634532
160,53,124,4.98,42.83,Sandy,0.99,25.97,43.68,311.45,8.84,17.04,East,1085,Kharif,Sugarcane,Sprinkler,315.35,13.42,74.31,0.714153146392174
75,77,108,5.38,52.36,Clay,1.09,20.67,31.84,765.09,9.44,5.34,North,1859,Rabi,Sugarcane,Drip,313.96,1.07,75.51,0.6874648040497281
154,90,94,6.75,53.52,Silt,1.41,27.83,88.42,1393.68,7.54,8.68,West,1314,Rabi,Sugarcane,Drip,266.78,9.63,77.44,0.9931637389334784
117,29,130,6.35,35.09,Clay,1.46,10.51,36.31,365.03,10.49,10.21,West,502,Zaid,Sugarcane,Canal,124.72,10.77,73.22,0.0977072753867585
90,98,100,7.56,34.71,Sandy,0.74,23.43,47.98,1122.11,6.56,9.0,Central,1128,Kharif,Sugarcane,Drip,227.0,8.53,74.14,0.28346114926407917
41,31,20,8.04,36.1,Clay,0.5,31.11,88.23,322.99,7.56,17.78,Central,1330,Kharif,Sugarcane,Canal,93.51,24.9,70.24,0.6742196324473969
141,21,52,4.87,33.1,Clay,1.21,33.75,61.25,1890.36,10.9,3.99,West,1268,Rabi,Sugarcane,Drip,79.75,10.04,74.18,0.41275832027739345
179,38,140,6.12,50.6,Clay,1.2,38.57,43.25,440.12,10.56,9.25,Central,2087,Rabi,Sugarcane,Rainfed,81.08,20.71,74.85,0.5588408709546665
86,33,134,7.99,59.59,Silt,0.64,21.69,71.78,2197.61,8.61,12.48,South,167,Zaid,Sugarcane,Canal,194.38,12.12,74.4,0.8081570490242127
83,63,139,6.43,16.12,Silt,1.57,17.31,42.63,2792.32,4.05,10.7,South,1281,Kharif,Sugarcane,Canal,325.85,14.66,77.85,0.08693956069225417
60,45,140,5.55,64.96,Sandy,0.58,14.37,88.49,2361.12,9.42,7.68,Central,554,Rabi,Sugarcane,Rainfed,102.93,15.63,77.09,0.5189373642647569
164,66,145,4.87,46.21,Sandy,1.1,16.79,59.22,392.17,8.21,7.54,South,678,Zaid,Sugarcane,Sprinkler,139.31,23.45,74.22,0.5734016258977038
155,56,106,7.72,43.03,Silt,1.46,21.38,49.52,2411.73,7.69,11.27,North,1251,Kharif,Sugarcane,Drip,120.01,16.23,75.92,0.322978733363808
78,25,79,6.13,37.79,Silt,1.59,22.45,47.41,2213.7,6.55,6.1,South,1693,Rabi,Sugarcane,Rainfed,97.59,17.64,74.49,0.8059701286709539
83,33,47,5.4,30.35,Clay,0.38,26.66,62.08,723.77,4.29,3.56,North,1512,Zaid,Sugarcane,Canal,76.96,11.61,71.35,0.6915055458135945
119,17,108,5.15,50.73,Clay,1.01,15.13,75.37,1576.69,9.6,7.19,West,2105,Rabi,Sugarcane,Canal,242.63,21.54,75.43,0.8657272371067937
50,15,70,5.69,41.8,Silt,0.73,16.52,54.59,2164.77,9.5,5.59,Central,1813,Zaid,Sugarcane,Sprinkler,229.53,0.87,74.98,0.3559683908322365
81,34,42,6.93,64.08,Sandy,0.71,36.09,86.59,1779.57,9.12,13.94,East,330,Kharif,Sugarcane,Rainfed,345.25,10.86,74.57,0.17608928794385392
93,60,26,6.98,38.02,Silt,0.48,30.84,35.92,432.81,4.43,9.42,East,1566,Rabi,Sugarcane,Rainfed,330.97,5.37,75.04,0.3910922441482205
64,99,142,7.89,35.4,Loamy,1.39,31.2,45.02,2276.07,8.31,15.31,South,877,Kharif,Sugarcane,Sprinkler,176.0,15.95,73.96,0.6097081955367598
58,63,30,8.17,50.24,Loamy,0.67,12.78,30.96,935.95,5.7,13.16,Central,241,Kharif,Sugarcane,Rainfed,100.79,22.47,71.62,0.327566293922126
119,42,104,6.9,19.64,Silt,0.65,10.49,41.93,1269.8,4.07,11.5,North,2146,Zaid,Sugarcane,Sprinkler,154.93,3.95,73.43,0.6713680088967957
114,24,93,6.81,22.12,Silt,1.39,39.28,70.33,707.85,8.63,12.31,West,491,Zaid,Sugarcane,Canal,264.46,16.64,72.61,0.7919610144667157
67,30,82,7.03,42.64,Clay,0.42,37.42,53.39,1316.43,6.67,15.95,West,332,Rabi,Sugarcane,Sprinkler,250.91,7.27,72.96,0.26324617483054435
89,22,29,6.47,57.75,Loamy,1.29,16.68,50.82,2186.87,7.13,11.75,West,1901,Rabi,Sugarcane,Rainfed,324.78,10.05,77.45,0.12637014194700513
176,98,56,6.51,17.29,Sandy,0.65,24.48,66.84,2370.94,5.77,6.62,South,1597,Kharif,Sugarcane,Drip,77.58,12.23,75.9,0.23063864021426395
51,32,30,4.98,27.24,Clay,0.75,39.27,44.09,2252.71,8.44,6.12,North,1888,Kharif,Sugarcane,Rainfed,310.61,21.25,73.92,0.7728739363818531
73,32,137,7.16,26.91,Sandy,1.44,13.62,49.56,692.95,7.64,10.7,West,543,Zaid,Sugarcane,Sprinkler,131.25,13.82,72.95,0.6588554042268422
84,20,40,7.04,16.09,Sandy,1.58,32.06,58.15,1137.07,5.09,10.71,East,1977,Rabi,Sugarcane,Rainfed,101.98,0.01,71.03,0.08777291412344057
80,40,48,6.83,56.86,Clay,0.96,39.21,89.6,824.9,10.57,5.06,West,585,Kharif,Sugarcane,Canal,317.17,9.42,75.15,0.6681806619579052
60,26,141,6.16,50.9,Sandy,0.78,34.33,70.89,2097.18,4.86,3.65,Central,1755,Rabi,Sugarcane,Canal,83.51,23.95,75.35,0.43728164824461757
103,59,30,5.47,17.83,Silt,0.33,36.15,45.57,1318.9,5.08,4.39,North,925,Kharif,Sugarcane,Sprinkler,247.15,14.44,74.62,0.7636152989616567
106,40,91,6.48,27.85,Silt,1.51,31.0,54.63,878.69,5.49,7.43,West,858,Zaid,Sugarcane,Rainfed,153.02,18.82,73.3,0.4807861681797273
149,50,112,7.5,39.16,Sandy,0.46,30.43,83.0,2234.78,5.99,5.98,West,1941,Kharif,Sugarcane,Drip,279.64,5.84,76.55,0.20307059292006213
